지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),평균 풍속(m/s),평균 상대습도(%)
217,정선군,2023-04-26,7.6,2.3,2400,12.8,1640,0,1.8,68.6
217,정선군,2023-04-27,10.5,-.1,430,22.2,1523,,1.4,56.8
217,정선군,2023-04-28,14.5,2.7,604,22.7,1245,,2.1,48.6
217,정선군,2023-04-29,12.9,8.8,2357,16.5,1246,5.7,3,77.4
217,정선군,2023-04-30,12.6,6.6,537,17.9,1619,,3.6,49.6
217,정선군,2023-05-01,11.6,5.8,2358,17.8,1453,1.9,2.3,58.5
217,정선군,2023-05-02,13.3,1.6,548,24.3,1438,,1.1,51.4
217,정선군,2023-05-03,16.8,7.8,540,27,1448,,1.2,46
217,정선군,2023-05-04,17.6,7.6,523,27.2,1447,,.9,61
217,정선군,2023-05-05,16.1,11.7,2356,17.9,1359,42.9,1.7,92.9
217,정선군,2023-05-06,9.4,8.5,2026,11.7,1,38.6,2.6,81.5
217,정선군,2023-05-07,9.3,3.9,2359,12.6,1502,2.3,2.6,63
217,정선군,2023-05-08,12,2.7,138,23.7,1601,,1.2,61.4
217,정선군,2023-05-09,14.5,4.5,454,25.6,1340,,1.6,60.4
217,정선군,2023-05-10,15,5.4,528,25.5,1316,,1,55.5
217,정선군,2023-05-11,16.1,7,534,26.2,1528,,1.1,61.3
217,정선군,2023-05-12,16.3,7.7,527,24.6,1325,,1,60.1
217,정선군,2023-05-13,15.6,8.3,546,25.3,1255,1.9,.8,68.4
217,정선군,2023-05-14,15.8,10.3,611,22.9,1418,,1.4,66.5
217,정선군,2023-05-15,16.9,6.9,518,27,1545,,1.4,59.8
217,정선군,2023-05-16,20.3,9.3,516,31.3,1603,,1.3,60.3
217,정선군,2023-05-17,20.5,10.4,529,29,1434,,2.5,52.1
217,정선군,2023-05-18,16.2,11.7,533,22.1,1226,1.6,.6,81.9
217,정선군,2023-05-19,16.6,11.4,2338,21.1,1709,,1.9,71.9
217,정선군,2023-05-20,19.5,11.1,14,28.2,1550,,1.6,63.9
217,정선군,2023-05-21,18.8,15.5,2357,23.8,1451,,1.9,55.1
217,정선군,2023-05-22,16.2,10.1,2353,23.5,1527,,1.4,56.5
217,정선군,2023-05-23,13.6,7.6,319,24.4,1256,.7,1.2,72.3
217,정선군,2023-05-24,16,6.7,535,25.4,1345,,1,59.6
217,정선군,2023-05-25,19,9.2,534,27.7,1445,,1,53.4
217,정선군,2023-05-26,20.4,14.6,558,27.2,1513,,1.4,51.4
217,정선군,2023-05-27,17.8,12.9,445,22.2,1116,1.6,.6,81.9
217,정선군,2023-05-28,18.1,16.4,338,19.4,1434,17.4,2.1,93.5
217,정선군,2023-05-29,19.5,16.6,2213,25.6,1708,19.4,.5,87
217,정선군,2023-05-30,18.7,12.7,2358,24.3,1324,,1.5,71
217,정선군,2023-05-31,18.4,9.9,523,27.4,1501,,1,64
217,정선군,2023-06-01,19.6,13.2,537,26.6,1501,,.7,71
217,정선군,2023-06-02,20.8,15.1,504,26.8,1558,,1.8,63.9
217,정선군,2023-06-03,20,12.9,533,27,1420,,1.8,55.4
217,정선군,2023-06-04,19.2,10,543,27.5,1234,,1.7,56.3
217,정선군,2023-06-05,19.6,10.2,528,27.5,1418,,1.9,59.9
217,정선군,2023-06-06,20.1,12.4,528,27.7,1450,,1.7,62.6
217,정선군,2023-06-07,20.2,14.2,512,26,1418,,1.5,71.9
217,정선군,2023-06-08,22,16.1,527,28.9,1225,0,1.8,64.5
217,정선군,2023-06-09,20.3,14.3,2356,28.3,1632,4.8,1.5,62.3
217,정선군,2023-06-10,19.8,12.8,352,29.7,1620,2.7,.9,70
217,정선군,2023-06-11,19.7,15.5,546,29.5,1420,19,1.1,80.1
217,정선군,2023-06-12,20.7,16,547,29,1515,,1.1,71.9
217,정선군,2023-06-13,20.5,15.5,2357,27.3,1424,0,1.2,70.4
217,정선군,2023-06-14,19.1,13.7,303,28.3,1351,0,1.3,73.8
217,정선군,2023-06-15,18.5,15.6,523,26.4,1134,13.1,1,81.8
217,정선군,2023-06-16,22.4,16.3,158,31.7,1619,,1.2,74.3
217,정선군,2023-06-17,24.1,16.4,535,34.2,1523,,.9,67.4
217,정선군,2023-06-18,24.1,17,523,32.9,1535,,1,67.5
217,정선군,2023-06-19,24.2,16.8,518,32.4,1401,,1.5,64.8
217,정선군,2023-06-20,21.5,16.1,515,28.2,1247,.1,1.1,68.9
217,정선군,2023-06-21,19.3,17.1,627,21.5,1453,33.1,.7,90.9
217,정선군,2023-06-22,20.8,17.7,2357,25.8,1308,3.3,1,78.8
217,정선군,2023-06-23,22.3,17.2,431,29.4,1423,,.9,69
217,정선군,2023-06-24,23.1,15.3,251,32.9,1510,,1,68.8
217,정선군,2023-06-25,24.7,17.2,429,33.3,1316,,.8,71.6
217,정선군,2023-06-26,20.8,18.4,726,22.9,1653,93.2,.6,91.8
217,정선군,2023-06-27,24.5,20.2,2319,29.1,1451,12.3,2.5,72.9
217,정선군,2023-07-01,26,20.5,511,34.5,1541,,1.1,74.6
217,정선군,2023-07-02,25.9,20.6,327,33.1,1412,,1,79.1
217,정선군,2023-07-04,25,21.6,124,31.8,1344,16.4,1,78.9
217,정선군,2023-07-05,24.4,20.2,2330,29.7,1558,23.5,2.1,73.8
217,정선군,2023-07-06,25.5,19.7,559,33.3,1458,,1.4,70.5
217,정선군,2023-07-07,21.8,18.2,2354,27.2,1331,0,.9,78.9
217,정선군,2023-07-08,23.4,16.9,454,32,1415,,1.2,76.3
217,정선군,2023-07-09,23.3,20.3,520,30.6,1232,29.7,.8,84.6
217,정선군,2023-07-10,25.7,20.4,816,31.7,1513,1.1,1.4,75.6
217,정선군,2023-07-11,22.1,19.2,2206,27.9,909,55.6,1,87.3
217,정선군,2023-07-12,24.8,19.7,1,30.2,1714,0,.8,81.5
217,정선군,2023-07-13,23.4,21.9,308,25.5,1112,15.6,.2,91.9
217,정선군,2023-07-14,23.6,21.9,538,25,1257,122.5,1.4,92.5
217,정선군,2023-07-15,22.6,21.1,2149,24.1,1342,63.1,.7,91.6
217,정선군,2023-07-16,23.9,21.1,547,28.2,1716,.1,1.2,81.3
217,정선군,2023-07-17,24.9,21.4,306,29.1,1603,3.9,.7,85.8
217,정선군,2023-07-18,22.6,20.2,2326,25.1,1302,14.7,.5,92.4
217,정선군,2023-07-19,25.2,20.1,458,33.9,1514,,.8,76.9
217,정선군,2023-07-20,24.4,19.7,144,33.4,1435,19,1.1,81.1
217,정선군,2023-07-21,24.9,20.7,538,34.9,1455,1.1,1.3,81.9
217,정선군,2023-07-22,25.9,20.7,615,33.2,1429,,1.5,73.1
217,정선군,2023-07-23,25.2,22.2,535,30.5,1115,3,1,82.3
217,정선군,2023-07-24,25.1,22,2350,29.8,1513,7.2,.9,84
217,정선군,2023-07-25,25.4,21.7,402,31.8,1254,0,.8,82
217,정선군,2023-07-26,25.4,22.3,2327,33.3,1411,1.1,.9,81
217,정선군,2023-07-27,27.2,21.9,233,34.3,1440,,1.1,75.9
217,정선군,2023-07-28,28.2,21.7,423,36.1,1459,,1.1,73.3
217,정선군,2023-07-29,27.8,22.8,229,36.1,1418,,1.4,73.1
217,정선군,2023-07-30,27.1,21.7,244,36.2,1410,.6,1.3,74.9
217,정선군,2023-07-31,27.3,23.4,506,36.3,1405,,1.1,76
217,정선군,2023-08-01,28,22.7,609,35.9,1515,,1.3,72.6
217,정선군,2023-08-02,28,23.3,501,35.4,1330,,1.2,75.6
217,정선군,2023-08-03,28,22.4,634,34.8,1501,,1.5,70.1
217,정선군,2023-08-04,27.4,21.3,551,35.2,1512,,1.2,75
217,정선군,2023-08-05,29.2,22.5,521,37.5,1618,,1.1,69.9
217,정선군,2023-08-06,28.2,23,551,36.9,1226,.2,1.4,75.6
217,정선군,2023-08-07,27,23.7,545,31.7,1200,,1.6,74.3
217,정선군,2023-08-08,25.8,22.2,509,31,1453,,1.9,70.8
217,정선군,2023-08-09,22.8,20.6,2041,27.6,1213,16.7,1.9,81
217,정선군,2023-08-10,21.4,20.4,2339,22.6,1859,38.1,2,88.3
217,정선군,2023-08-11,24.4,20,135,31.4,1521,4.6,1.4,78
217,정선군,2023-08-12,23.6,21,512,28.3,1112,2.5,.6,84.9
217,정선군,2023-08-13,25.7,21.6,530,31.9,1514,0,.7,78.3
217,정선군,2023-08-14,26.1,21.8,516,33.6,1341,,1.1,74.3
217,정선군,2023-08-15,24.6,20.7,2356,30.4,1158,,1.7,73.6
217,정선군,2023-08-16,25.5,18.5,540,33.7,1439,,.9,73.3
217,정선군,2023-08-17,25.8,21.4,114,32.5,1354,,1.1,76.5
217,정선군,2023-08-18,27.3,22.5,152,35.7,1426,,1.3,71.6
217,정선군,2023-08-19,27.8,22.8,126,34.9,1438,5.2,1.1,77.1
217,정선군,2023-08-20,26.4,23.2,2218,35,1238,34,1,81
217,정선군,2023-08-21,26.8,22.9,545,34.4,1545,0,1,79.4
217,정선군,2023-08-22,27.2,21.5,537,33.9,1433,,1.3,76.4
217,정선군,2023-08-23,26,20.1,2229,33.1,1432,22.3,1.2,76.9
217,정선군,2023-08-24,22,19.9,216,25,1445,50.3,.5,91.1
217,정선군,2023-08-25,24.8,20.2,2351,31.2,1343,13.9,1.1,78.6
217,정선군,2023-08-26,24.3,19.1,237,32.6,1412,,1.1,74.1
217,정선군,2023-08-27,22.8,18.7,336,28.6,1357,,1.1,74.9
217,정선군,2023-08-28,22.5,18.9,555,26,1315,,1.2,80
217,정선군,2023-08-29,24.1,20.7,408,28.1,1108,16.5,.8,86.8
217,정선군,2023-08-30,21.6,19.6,2346,24.2,1337,50.8,.7,90.9
217,정선군,2023-08-31,22.2,18.7,443,28.4,1354,.1,.8,79.8
217,정선군,2023-09-01,22,16.8,2352,31.3,1500,,1.1,75.1
217,정선군,2023-09-02,22,16.4,220,31.1,1402,,1.4,76.4
217,정선군,2023-09-03,23.8,19.9,544,30.4,1616,.3,.9,81.6
217,정선군,2023-09-04,24.5,20.4,239,31.2,1430,,1.3,77.3
217,정선군,2023-09-05,24.3,19.6,2330,30.6,1440,,1.3,74.1
217,정선군,2023-09-06,22.3,17.3,2350,29.6,1430,,1.7,74.9
217,정선군,2023-09-07,20.8,14.1,512,29,1521,,1.7,70.3
217,정선군,2023-09-08,20.2,13.5,427,30.8,1526,,1.3,74.6
217,정선군,2023-09-09,20.8,13.9,201,32.4,1511,,1,70.9
217,정선군,2023-09-10,22.8,16.3,105,33.2,1442,,1.3,69.3
217,정선군,2023-09-11,23.8,18.4,522,32.6,1510,,.8,74.3
217,정선군,2023-09-12,23.7,19.4,306,32.2,1507,,1.1,74.4
217,정선군,2023-09-13,20.1,17.9,2328,22.6,1442,40,.7,90
217,정선군,2023-09-14,19.9,17.5,310,23.1,1500,3.8,.9,86.9
217,정선군,2023-09-15,20.6,18.9,524,23.1,1427,12.6,.4,90.5
217,정선군,2023-09-16,23,20.1,346,29.6,1413,9.3,.6,87.6
217,정선군,2023-09-17,23.8,21,2142,29.2,1305,.3,.7,82.8
217,정선군,2023-09-18,23.5,19.7,2346,30.8,1447,19.6,.9,80.6
217,정선군,2023-09-19,22.6,17.7,635,28.4,1255,,1.1,75.9
217,정선군,2023-09-20,19,17.3,2335,20.7,1222,53.3,.9,89.5
217,정선군,2023-09-21,16.8,12.2,2400,21.7,1315,.1,1.5,76.8
217,정선군,2023-09-22,17.1,12.2,1,26.6,1619,,1.4,75.3
217,정선군,2023-09-23,17.4,13.4,16,25,1307,,1.5,77.8
217,정선군,2023-09-24,17,11.7,641,23,1437,,1.4,72
217,정선군,2023-09-25,18.9,13.2,205,27.1,1440,3,.8,75.1
217,정선군,2023-09-26,18.7,17.1,316,20.2,1441,24,.2,91.5
217,정선군,2023-09-27,19.8,18.4,414,21.3,1625,5.4,.1,92.9
217,정선군,2023-09-28,20.4,15.1,2331,27.9,1415,0,.9,79.4
217,정선군,2023-09-29,18,14.2,2307,25.1,1511,,1,80.3
217,정선군,2023-09-30,16.8,13.1,653,22.3,1419,3.8,1,80.1
217,정선군,2023-10-01,15.1,8.3,2358,23.9,1448,,1.1,72.1
217,정선군,2023-10-02,13.2,7.6,120,24.1,1531,,1.2,75.8
217,정선군,2023-10-03,11.8,8.1,131,19.7,1144,,.9,84.6
217,정선군,2023-10-04,15.2,8.8,619,22.5,1337,,1.8,71.4
217,정선군,2023-10-05,12.2,6,2349,19.7,1415,,1.8,59.4
217,정선군,2023-10-06,11,4.2,230,21.9,1509,,1.1,73.1
217,정선군,2023-10-07,12.7,6.7,209,21.2,1322,,1.1,76.4
217,정선군,2023-10-08,13,9.3,2354,18.6,1411,,1,77.9
217,정선군,2023-10-09,13.9,8.1,153,20.9,1433,8.7,1.3,80.3
217,정선군,2023-10-10,13.3,8,2334,21.7,1415,.7,1,78.5
217,정선군,2023-10-11,13.3,7.6,129,22.9,1433,,1,75.3
217,정선군,2023-10-12,13.6,8.8,657,24.2,1440,,1,78.3
217,정선군,2023-10-13,14,9,2353,22.6,1408,,1,76.6
217,정선군,2023-10-14,12.2,8.6,615,19.8,1456,.6,1.2,80.9
217,정선군,2023-10-15,12.5,8.1,633,19.5,1323,,1.4,76.3
217,정선군,2023-10-16,12.5,5.8,2358,22,1357,,1,74.1
217,정선군,2023-10-17,9.5,3.9,255,21,1443,,1.1,74.1
217,정선군,2023-10-18,10.5,2.8,247,23.2,1405,,1,71.4
217,정선군,2023-10-19,10.7,5.1,648,13.8,1425,2.9,.3,90.5
217,정선군,2023-10-20,10.2,4.6,2400,15.1,1403,.9,2.2,51
217,정선군,2023-10-21,4.6,-1.8,557,15,1455,,1.2,70.8
217,정선군,2023-10-22,8.2,-1.8,605,19.2,1457,,1.3,66.5
217,정선군,2023-10-23,9.4,2.9,511,20.2,1403,,.8,78.6
217,정선군,2023-10-24,9.8,3,346,20.6,1335,,.9,78.6
217,정선군,2023-10-25,11.2,3.8,412,22.6,1430,,.8,79.3
217,정선군,2023-10-26,12.3,5.9,248,21,1357,7.2,1.2,79.3
217,정선군,2023-10-27,9.8,6.4,2030,13.1,1407,4.1,1.1,84.8
217,정선군,2023-10-28,10.6,6.4,743,20.5,1451,,1.5,77.1
217,정선군,2023-10-29,9.7,3.9,2400,20.4,1424,,1.2,74.6
217,정선군,2023-10-30,8.9,1.8,314,21.9,1526,,.8,77.3
217,정선군,2023-10-31,9.9,3.5,229,22,1427,,.9,72.8
217,정선군,2023-11-01,12.8,4.9,127,17.9,2010,0,1,81.8
217,정선군,2023-11-02,16.8,9.1,2351,25.8,1441,,1.2,65.6
217,정선군,2023-11-03,16.6,6.3,435,23.3,1326,0,1.6,65.8
217,정선군,2023-11-04,14.8,13.6,631,18.4,7,10.7,1.1,81
217,정선군,2023-11-05,16.4,11.6,549,22,1241,4.6,.8,79.9
217,정선군,2023-11-06,13.7,6.2,2303,19.5,937,35.6,3,68.4
217,정선군,2023-11-07,5.4,-.5,2359,12.1,1413,0,2.6,55.6
217,정선군,2023-11-08,5,-3.7,709,18.7,1552,,.7,69.5
217,정선군,2023-11-09,10,-1.7,652,19.3,1428,,1.2,72.6
217,정선군,2023-11-10,7.1,-1.9,2356,14.5,1,,2,49.5
217,정선군,2023-11-11,1.1,-4.3,448,8.7,1427,,1,58.1
217,정선군,2023-11-12,-1.1,-6.7,657,6.7,1444,,1.2,55
217,정선군,2023-11-13,-.9,-8.1,715,8,1430,,1.3,54.8
217,정선군,2023-11-14,.4,-7,652,9.9,1454,,.9,60.1
217,정선군,2023-11-15,1.6,-6.6,649,13.9,1437,,.6,69.5
217,정선군,2023-11-16,1.9,-3.5,245,5.4,1516,2.6,1,82
217,정선군,2023-11-17,2.1,-3.9,2358,7.4,1246,,2.3,51.8
217,정선군,2023-11-18,-1.7,-7.3,714,3.3,1458,,3,47.9
217,정선군,2023-11-19,4.6,-3.4,442,9.9,1556,,2.2,60.4
217,정선군,2023-11-20,2.5,-4.6,720,12.7,1446,,.8,65.1
217,정선군,2023-11-21,2.2,-6.4,656,16.1,1429,,.6,64
217,정선군,2023-11-22,4.1,-6.4,723,16.5,1400,,.7,61.1
217,정선군,2023-11-23,11.2,3.4,2357,17.1,1320,0,2.6,49.5
217,정선군,2023-11-24,-1.5,-5.9,2354,3.4,1,,2.7,35.1
217,정선군,2023-11-25,-3.9,-10.6,635,5.5,1528,,1.2,48.1
217,정선군,2023-11-26,.3,-6.7,55,8.8,1350,,.9,49.8
217,정선군,2023-11-27,2.9,-.9,429,5.7,1714,4.4,1.1,78.6
217,정선군,2023-11-28,1.1,-1.8,2302,4.7,6,,2.9,46.4
217,정선군,2023-11-29,-.8,-5.1,747,4.6,1304,.3,2.3,51.5
217,정선군,2023-11-30,-5.7,-9.6,805,-1.4,1403,,2.3,43.6
217,정선군,2023-12-01,-4.8,-10.8,733,2.2,1409,,1.9,44.5
217,정선군,2023-12-02,-3.3,-12.3,627,2.9,2300,,1.1,66
217,정선군,2023-12-03,-.9,-8,2359,7.2,1413,,1.2,51.3
217,정선군,2023-12-04,-2.8,-10.2,639,8.9,1344,,.7,62.3
217,정선군,2023-12-05,-1.5,-9.3,642,12.5,1447,,.3,69.3
217,정선군,2023-12-06,.7,-7.8,542,8.4,1442,6.7,.8,77.5
217,정선군,2023-12-07,2.9,-.7,2347,8,1402,,2.3,51.3
217,정선군,2023-12-08,6.6,-4.9,740,15.1,1439,,1.5,68.3
217,정선군,2023-12-09,11,3.8,2358,17.6,1446,,1.5,69.9
217,정선군,2023-12-10,8.1,2.4,348,12.7,1441,,.8,79.4
217,정선군,2023-12-11,7.8,3.4,2359,9.8,7,14.9,1.8,80.6
217,정선군,2023-12-12,2.7,-1.4,2057,6.8,1216,0,1.6,76
217,정선군,2023-12-13,3.5,-2.4,224,12.8,1417,,.5,80.1
217,정선군,2023-12-14,5.2,3.4,1,7,1414,15.2,.7,86.1
217,정선군,2023-12-15,1.8,.8,2316,4.6,1,41.3,1.8,89.4
217,정선군,2023-12-16,-4.2,-11.3,2353,2.4,453,4.4,3.1,62
217,정선군,2023-12-17,-10.9,-14,633,-6.1,1410,,2.8,36.5
217,정선군,2023-12-18,-9.9,-15.2,602,-4.7,1304,,1.2,51.4
217,정선군,2023-12-19,-4.7,-11.9,747,3.1,1440,,1.1,61.6
217,정선군,2023-12-20,-7.2,-12.3,2346,-3.2,1350,.1,2.5,52.5
217,정선군,2023-12-21,-11.9,-15.4,756,-6.5,1427,,2.7,38.6
217,정선군,2023-12-22,-12.5,-16.8,751,-6.8,1403,,2.5,41.6
217,정선군,2023-12-23,-10.6,-17.2,752,-1.3,1424,,1.4,54.4
217,정선군,2023-12-24,-7.2,-14,454,1.2,1300,,.9,69.3
217,정선군,2023-12-25,-3.6,-8.1,1,.1,1138,0,1.6,72.6
217,정선군,2023-12-26,-1.1,-5.9,2345,5.5,1343,,1.9,64.5
217,정선군,2023-12-27,-4,-10,728,7.8,1459,,.3,76
217,정선군,2023-12-28,-3.1,-9.3,509,5.2,1342,,1,69.9
217,정선군,2023-12-29,-3.6,-10.8,647,6.1,1429,,.6,74.8
217,정선군,2023-12-30,-4.2,-9.4,530,-1.6,2357,6.1,.2,87.8
217,정선군,2023-12-31,0,-1.6,1,2.6,1539,10.5,.5,90.3
221,제천,2023-01-01,-2.4,-9.4,124,3.6,1243,,1.4,61
221,제천,2023-01-02,-7.7,-14.3,713,-1.3,1449,,1.3,59.5
221,제천,2023-01-03,-9.6,-16.9,704,-1,1538,,.9,68.5
221,제천,2023-01-04,-8,-14.9,523,1.8,1427,,.8,67.9
221,제천,2023-01-05,-7.1,-14.6,736,2.6,1452,,.7,79.6
221,제천,2023-01-06,-4.8,-12.6,759,3.5,1518,.2,.7,80.8
221,제천,2023-01-07,-1,-5.7,2400,1.9,1424,3.7,1.1,89.8
221,제천,2023-01-08,-3.6,-11.7,557,3,1531,,.3,85.8
221,제천,2023-01-09,.5,-6.4,2359,7.4,1500,0,.8,78.9
221,제천,2023-01-10,-2.6,-9.6,740,7.4,1549,,.6,79.9
221,제천,2023-01-11,-2.4,-8.8,731,7.3,1500,,.5,78.5
221,제천,2023-01-12,-.3,-8,746,11.2,1523,0,.4,70.9
221,제천,2023-01-13,3.8,.6,1,5.8,1717,19.8,.3,99.5
221,제천,2023-01-14,5,2.1,2325,8,927,.4,2.1,84.9
221,제천,2023-01-15,-.3,-3.4,2358,2.5,11,5.6,1.6,93.6
221,제천,2023-01-16,-5.4,-10,2359,-3.4,1,,1.9,82.6
221,제천,2023-01-17,-5.3,-10.2,53,-1.1,1524,,.6,80
221,제천,2023-01-18,-4.3,-8.7,2359,1.1,1442,,.9,80.5
221,제천,2023-01-19,-4.3,-11,719,2.1,1447,,.7,80.4
221,제천,2023-01-20,-3.4,-10.9,2343,1.6,404,.1,3.1,51.4
221,제천,2023-01-21,-7.3,-13.8,731,-.6,1458,,.8,65
221,제천,2023-01-22,-3.5,-6.8,29,1.9,1548,,.8,64.9
221,제천,2023-01-23,-1.4,-7.8,617,4.7,1320,,1.4,70.1
221,제천,2023-01-24,-13,-17.1,2357,-3,1,,4,43.3
221,제천,2023-01-25,-14.3,-20.2,739,-7.9,1535,,1.6,52.9
221,제천,2023-01-26,-9.1,-14.7,1,-5.9,1642,1.4,.4,81.9
221,제천,2023-01-27,-9.9,-17.6,731,-4.1,1412,,1.8,63.5
221,제천,2023-01-28,-8.9,-17.2,642,-2.4,1518,,1.6,64.4
221,제천,2023-01-29,-4.5,-12.4,525,1.4,1518,1.4,1.3,77.9
221,제천,2023-01-30,-4.2,-11.9,631,1.9,1444,,1.8,59.1
221,제천,2023-01-31,-2,-11.8,739,6.5,1605,,1,71.3
221,제천,2023-02-01,1.5,-5.1,2354,5.9,1246,.1,2.4,60.8
221,제천,2023-02-02,-4.3,-9.2,708,1.2,1526,,1,67.4
221,제천,2023-02-03,-3,-7.5,1,2.4,1445,,1,54.8
221,제천,2023-02-04,-4.1,-11.3,733,3.6,1457,,1,65.6
221,제천,2023-02-05,-3.6,-11,709,5.4,1521,,.8,76.4
221,제천,2023-02-06,-1.7,-9.1,741,8.4,1519,,.6,73.5
221,제천,2023-02-07,-.6,-7.2,752,8.3,1449,,.7,69.3
221,제천,2023-02-08,-1.9,-8,643,6.5,1516,,1,72.8
221,제천,2023-02-09,.6,-8.7,544,8.6,1524,.1,1.1,67.1
221,제천,2023-02-10,1.4,-3.4,2352,5.9,1455,1.9,.8,92.4
221,제천,2023-02-11,-1.2,-6.5,538,6.4,1617,,.6,89.5
221,제천,2023-02-12,1.2,-6.3,410,7.2,1549,,1.2,77
221,제천,2023-02-13,4,1.3,2355,6,1142,,2.5,68.4
221,제천,2023-02-14,.8,-3.8,653,6.1,1553,,1.5,71.4
221,제천,2023-02-15,.9,-1.7,2118,5,1611,,1.8,60.5
221,제천,2023-02-16,-.1,-4.6,2343,4,1459,0,1.3,75.9
221,제천,2023-02-17,.7,-5.9,212,8.9,1519,,.7,68.1
221,제천,2023-02-18,3.8,.7,1,7.6,1553,,.4,58.6
221,제천,2023-02-19,2.6,-1.5,2314,6,1617,.1,3.2,57.3
221,제천,2023-02-20,-2.1,-7.2,617,3.2,1313,,2.3,49.6
221,제천,2023-02-21,-3.8,-10.5,712,3.6,1629,,.8,54.5
221,제천,2023-02-22,-.8,-9.9,646,7.2,1629,,1,57.6
221,제천,2023-02-23,1.4,-5.2,722,8.3,1527,,1.2,57.4
221,제천,2023-02-24,1.6,-4.8,716,8.4,1444,,1.7,58.5
221,제천,2023-02-25,-1.3,-7.8,658,5.8,1514,,1.4,58.4
221,제천,2023-02-26,-1.4,-9.1,713,8.1,1504,,.8,57.8
221,제천,2023-02-27,1.3,-8.4,656,12.5,1515,,1,53.4
221,제천,2023-02-28,2.9,-7.1,645,11.2,1505,,1.5,58.9
221,제천,2023-03-01,4.3,1.5,714,8,1316,,1.8,61.1
221,제천,2023-03-02,.9,-4.4,713,5.5,1456,,2.3,35.5
221,제천,2023-03-03,1.3,-7.6,654,10,1453,,1.2,62.4
221,제천,2023-03-04,3.1,-4.2,504,13.3,1555,,.7,69.6
221,제천,2023-03-05,4.4,-4.1,702,14.5,1621,,1,63.9
221,제천,2023-03-06,4.7,-4.9,644,15.2,1601,,1.2,53.9
221,제천,2023-03-07,8.2,-2,311,17.9,1618,,1.4,55.5
221,제천,2023-03-08,8.8,-1,649,18.8,1544,0,1.1,62.4
221,제천,2023-03-09,9.9,3.3,2343,18.9,1538,.2,1.2,67
221,제천,2023-03-10,10.1,-.8,629,21.5,1455,,.8,58.4
221,제천,2023-03-11,12.1,1.9,613,21.9,1535,,.8,50.8
221,제천,2023-03-12,4.3,-.6,2341,9.3,1007,8.6,2.2,72.5
221,제천,2023-03-13,1,-4,633,6.8,1517,,2.4,40.1
221,제천,2023-03-14,5.1,-3.5,405,15,1621,,1.2,51.6
221,제천,2023-03-15,8.2,-3.6,623,17.6,1413,,2.4,65.8
221,제천,2023-03-16,4.5,-2.9,702,10,1422,,2,30.4
221,제천,2023-03-17,4.8,-4.1,555,12.4,1520,,.6,46.4
221,제천,2023-03-18,7.3,.1,625,14.8,1546,,1.6,44.4
221,제천,2023-03-19,5.3,-3.8,614,15.2,1503,,1.1,59.3
221,제천,2023-03-20,6.3,-3.2,649,16.6,1604,,1,54.1
221,제천,2023-03-21,9.1,-2.1,627,21.3,1546,,.7,48
221,제천,2023-03-22,13.9,.8,630,24.4,1521,,.9,57.4
221,제천,2023-03-23,13.1,8.9,2354,15.6,29,5.2,1.1,92.4
221,제천,2023-03-24,9.5,6.5,231,12.6,1025,,2.4,78.8
221,제천,2023-03-25,8.5,6,2128,11.8,1511,,1.5,78.3
221,제천,2023-03-26,8.9,1.2,2356,15.3,1433,,1.8,53.1
221,제천,2023-03-27,5.1,-4.4,604,13.3,1535,,1.5,45.1
221,제천,2023-03-28,6.1,-3.6,619,15.4,1449,,1.1,54.5
221,제천,2023-03-29,9,-2.2,600,19.1,1543,,1.1,51.5
221,제천,2023-03-30,10.5,-.9,626,21.7,1435,,1.3,43
221,제천,2023-03-31,11.4,-.2,556,22.6,1452,,.9,45.9
221,제천,2023-04-01,13.2,1.9,626,24,1609,,1,47.3
221,제천,2023-04-02,12.8,2.9,541,21.4,1425,,1.8,40.8
221,제천,2023-04-03,12.9,2.4,607,22.6,1450,,1.7,39.9
221,제천,2023-04-04,13.8,5.1,638,21.6,1353,4.6,1.2,49.5
221,제천,2023-04-05,12.5,9.2,2353,14.8,1558,21.3,2.1,94.9
221,제천,2023-04-06,8.1,7.1,631,9.5,1226,3.3,1.7,96.6
221,제천,2023-04-07,7.9,3.4,2340,14.4,1444,,3,65.8
221,제천,2023-04-08,6,-2.6,545,13.8,1543,,2.7,51.6
221,제천,2023-04-09,8.2,-2.7,548,17.7,1511,,1.7,52
221,제천,2023-04-10,9.9,-1.3,615,20,1618,,1.6,52.3
221,제천,2023-04-11,12,3.8,413,19.9,1233,2.5,1.9,74.5
221,제천,2023-04-12,8.4,.9,620,15.4,1502,,2.4,37.9
221,제천,2023-04-13,9.1,-2.1,551,19.1,1627,,1.1,46.6
221,제천,2023-04-14,13.9,5.1,620,23.2,1625,,.9,43.5
221,제천,2023-04-15,10.1,6.7,2157,15.5,1308,6.2,.7,76.3
221,제천,2023-04-16,8.6,3.9,2328,15,1342,0,1,81.3
221,제천,2023-04-17,9.8,.9,449,16.6,1645,,.9,64.9
221,제천,2023-04-18,11.1,9.1,857,12.9,242,2.3,1.4,89.6
221,제천,2023-04-19,17,9.4,422,27.1,1540,0,1.2,66.3
221,제천,2023-04-20,16.7,11.1,2359,21.4,1430,0,1.5,83.5
221,제천,2023-04-21,13.7,8.6,2342,19.1,1621,,1.7,57.9
