지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),평균 풍속(m/s),평균 상대습도(%)
90,속초,2023-01-01,3.2,.3,2315,7.3,1346,,3,21.8
90,속초,2023-01-02,-.5,-5.1,348,4.2,1537,,1.4,24.3
90,속초,2023-01-03,0,-5.1,754,5.6,1221,,1.9,18.3
90,속초,2023-01-04,.7,-2.7,715,5,1300,,2.1,15.6
90,속초,2023-01-05,2.5,-1.6,2,7,1424,,2.2,23.8
90,속초,2023-01-06,3.5,-1.4,224,8.4,1333,,1.6,36.4
90,속초,2023-01-07,2.5,0,2331,6.7,1235,3,1.7,66.3
90,속초,2023-01-08,3.8,-2.2,532,9.1,1437,,1.9,40
90,속초,2023-01-09,5.2,1.7,1903,10.2,1043,,2.7,46.4
90,속초,2023-01-10,3.6,-1.7,606,9.5,1354,,1.8,45.4
90,속초,2023-01-11,8,.8,148,12.9,1505,,1.6,26.4
90,속초,2023-01-12,9.6,4,2121,15.1,1345,,1.5,34.6
90,속초,2023-01-13,6.1,4.1,819,9,314,14.5,1.5,87.1
90,속초,2023-01-14,3.8,0,1941,7,25,29.5,3,90.8
90,속초,2023-01-15,-.2,-2,2315,1.8,1,47.7,1.3,93.3
90,속초,2023-01-16,-2.6,-6.8,2158,1.1,1414,0,1.4,73.6
90,속초,2023-01-17,-2.7,-8,412,.9,1445,,2,53
90,속초,2023-01-18,-2.6,-6.9,2338,1.2,1247,,1.3,57
90,속초,2023-01-19,.3,-6.3,23,3.7,1537,,1.7,48.9
90,속초,2023-01-20,-1.1,-5.6,2359,3.6,408,0,3.6,29.6
90,속초,2023-01-21,-4.1,-9,815,.8,1221,,1.3,32.3
90,속초,2023-01-22,-.7,-4.8,7,3.6,1543,,1.2,57
90,속초,2023-01-23,.8,-2.4,2400,4.7,1054,,2,57.9
90,속초,2023-01-24,-11.3,-15.1,2124,-2.4,1,,2.6,28.3
90,속초,2023-01-25,-9.7,-16,652,-3.3,1335,,2,31.5
90,속초,2023-01-26,-4.1,-7.9,2,-1,1439,,2.1,51.5
90,속초,2023-01-27,-5.7,-8.9,2355,-2.5,1319,,2.2,38.4
90,속초,2023-01-28,-5.4,-11,653,-.8,1542,,2.3,32.9
90,속초,2023-01-29,-1.3,-6.3,232,3.3,1408,0,1.7,45.1
90,속초,2023-01-30,-.2,-3.7,650,3.6,1400,,2.1,33.5
90,속초,2023-01-31,3.9,-2.8,549,8.3,1432,,2.4,45.4
90,속초,2023-02-01,3.2,-2,2317,7.1,18,,2.9,37
90,속초,2023-02-02,-2.2,-6.4,701,1.3,1240,,1.4,56.4
90,속초,2023-02-03,-1.2,-4,52,1.7,1223,,1.9,50.1
90,속초,2023-02-04,.9,-4.1,618,5.1,1528,,1.9,27.6
90,속초,2023-02-05,3.7,-2.1,351,8.2,1440,,1.5,31.9
90,속초,2023-02-06,5,.6,523,10.1,1544,,1.1,42.4
90,속초,2023-02-07,2.6,-.4,712,5.5,1418,,1.7,68
90,속초,2023-02-08,1.2,-1.9,746,5.6,1146,,1.9,69.1
90,속초,2023-02-09,2.2,-1.6,221,5.2,1414,,1.6,59.1
90,속초,2023-02-10,1.4,-.5,2156,3.6,1236,2.7,1.5,87.9
90,속초,2023-02-11,3.7,-1,200,7.4,1352,,1.2,67.5
90,속초,2023-02-12,4.4,.4,455,7.2,1119,1.4,1.6,63
90,속초,2023-02-13,1.4,0,1532,5.6,240,26,1.6,87.8
90,속초,2023-02-14,-.8,-4.4,2200,1.6,1344,.9,2.3,64.4
90,속초,2023-02-15,-1.2,-3.2,416,0,1112,4.1,1.5,80.3
90,속초,2023-02-16,1.4,-4.5,642,6.3,1522,,1.5,63
90,속초,2023-02-17,5.5,1.1,725,9.8,1430,,2,41.6
90,속초,2023-02-18,5.8,1.4,51,8.8,2336,,1,57.9
90,속초,2023-02-19,5.8,1.5,2350,10.3,1358,,3.3,35
90,속초,2023-02-20,.5,-2.3,2359,4.8,1300,,3.5,30.1
90,속초,2023-02-21,-2,-5.8,704,1.5,1306,,1.6,44.4
90,속초,2023-02-22,3.7,-5.6,325,8.6,1344,,1.6,37.6
90,속초,2023-02-23,5.9,2.7,544,9.7,1148,,1.6,40.8
90,속초,2023-02-24,3.4,-1.1,2345,8.8,1028,,2.2,52.8
90,속초,2023-02-25,-.7,-3.9,2134,1.6,259,8.3,1.6,73.6
90,속초,2023-02-26,2.5,-3.7,1,7.7,1248,,2,46.5
90,속초,2023-02-27,8.7,-.6,432,15.6,1626,,1.6,29
90,속초,2023-02-28,9.7,6.6,655,14.9,1519,,3.3,24.5
90,속초,2023-03-01,7.2,4.1,2342,10.6,1122,,2.5,40.1
90,속초,2023-03-02,2.5,-.3,706,4.4,1435,0,2.3,35.6
90,속초,2023-03-03,8.7,2,504,14.2,1431,,2,29.4
90,속초,2023-03-04,6.1,3.3,700,10.7,1009,,1.7,66.6
90,속초,2023-03-05,7.3,.7,557,12.5,1455,,1.6,67.8
90,속초,2023-03-06,14.1,6.5,305,19.3,1348,,2,22.4
90,속초,2023-03-07,14.4,11.2,613,18,1904,,1.9,42
90,속초,2023-03-08,15.6,8.4,2314,20.8,1204,0,3.1,42.6
90,속초,2023-03-09,6.6,4.9,2250,9.4,1351,2.6,2.2,87.1
90,속초,2023-03-10,9.4,5.2,628,13.6,1304,,2.2,84
90,속초,2023-03-11,7.2,6.2,651,9.1,1146,,2.6,91.3
90,속초,2023-03-12,5.5,.4,2225,8.1,845,6.3,2.3,74.4
90,속초,2023-03-13,4.2,-1.7,525,8.6,1351,,3,23.4
90,속초,2023-03-14,9.3,6.2,27,13.2,1613,,2.2,44.4
90,속초,2023-03-15,13.3,8.1,1,18.7,1648,,2.5,42.1
90,속초,2023-03-16,5.7,2.1,703,10.5,1,,1.8,31.5
90,속초,2023-03-17,5.6,.8,552,9.6,1319,,1.6,42.8
90,속초,2023-03-18,7.1,2.3,501,10.6,1138,,1.6,51
90,속초,2023-03-19,10,4.2,32,15.4,1041,,1.8,42.5
90,속초,2023-03-20,11.7,4.7,539,16.7,1029,,1.7,42.9
90,속초,2023-03-21,13,8,2312,17.3,1307,,2,47.3
90,속초,2023-03-22,11.8,6.2,318,16,1510,0,1.5,72.3
90,속초,2023-03-23,10.4,6.6,2355,14,856,0,2.5,76.3
90,속초,2023-03-24,7.4,5.8,331,9.8,644,0,2.2,75.4
90,속초,2023-03-25,6.4,4.8,906,8.4,1651,1.2,1.1,90.1
90,속초,2023-03-26,5.8,2.2,2219,9,1101,0,2.5,75.4
90,속초,2023-03-27,7.1,1.4,647,12.3,1335,,1.7,66.1
90,속초,2023-03-28,9.6,2.9,514,15.6,1309,,1.8,46.4
90,속초,2023-03-29,12.6,6,633,16.4,2159,,2.2,48.5
90,속초,2023-03-30,19.3,12.2,146,25.4,1520,,2.3,17.6
90,속초,2023-03-31,13.8,8.7,2326,17.4,1,,1.4,59.9
90,속초,2023-04-01,12.5,7,639,17,1451,,1.4,80.5
90,속초,2023-04-02,11.3,7.9,2340,15.4,1317,,1.4,85.5
90,속초,2023-04-03,11.5,6.4,605,16.1,1439,,1.8,77
90,속초,2023-04-04,11.9,7.7,223,16.1,1256,0,1.3,81.1
90,속초,2023-04-05,11.4,10.3,410,12.6,1614,28,1.4,96.4
90,속초,2023-04-06,13.5,10.7,529,18.2,1122,0,1.7,63.6
90,속초,2023-04-07,11.9,7.2,2344,18,1257,0,2.6,37.3
90,속초,2023-04-08,11.2,5.3,528,16.4,1501,,3.4,23.4
90,속초,2023-04-09,14.8,6.5,340,21.8,1507,,2.3,24.8
90,속초,2023-04-10,17.7,12.3,429,23.2,1535,,2.7,22.8
90,속초,2023-04-11,17.6,12.5,1405,23.2,1302,4.5,6,41.6
90,속초,2023-04-12,13.6,9.2,520,18.1,1400,,3.6,13.5
90,속초,2023-04-13,17.5,10.6,455,23.3,1315,,2.8,18.1
90,속초,2023-04-14,12.1,7.6,2355,17.5,340,0,1.6,59.1
90,속초,2023-04-15,7.5,6.5,2222,10,959,1.8,2.7,83.5
90,속초,2023-04-16,7.9,6.7,1,10.9,1622,2.4,1.3,83.5
90,속초,2023-04-17,10,4,608,14.1,1231,.3,1.6,81
90,속초,2023-04-18,10.6,8.7,703,15.1,2400,12,1.5,88
90,속초,2023-04-19,11,8.7,2341,16.8,820,,1.6,88.3
90,속초,2023-04-20,19.3,8.2,104,26.9,1221,,2.5,56.6
90,속초,2023-04-21,12.1,6.9,2252,15.5,1332,,2,49.5
90,속초,2023-04-22,10.6,5.2,314,15.5,1350,,2.3,57.9
90,속초,2023-04-23,11.1,7.1,1,14.4,1441,,2.3,73.8
90,속초,2023-04-24,10.9,6.9,2337,13.8,1221,3.2,2.1,77.9
90,속초,2023-04-25,10.3,6.3,415,14.9,1408,.9,1.2,77.1
90,속초,2023-04-26,10.7,6.7,2340,16.2,1101,1,1.7,63.5
90,속초,2023-04-27,12.9,5.4,104,19.3,1343,,1.8,65.1
90,속초,2023-04-28,17,10.1,15,22.9,1748,,1.6,48.3
90,속초,2023-04-29,13.2,10.6,1804,17.9,9,2.9,1.8,80
90,속초,2023-04-30,15.6,11.7,249,20.4,1414,0,2.8,40.3
90,속초,2023-05-01,14.2,9.5,2140,17.9,952,0,2.2,42.5
90,속초,2023-05-02,16.3,10,37,21.7,1335,,1.6,47
90,속초,2023-05-03,19.5,13.8,326,23.7,1022,,1.9,41.5
90,속초,2023-05-04,17.7,14.6,2303,22.6,1020,,1.4,67.1
90,속초,2023-05-05,12.8,10.9,2240,15.4,235,9.8,2.7,91.3
90,속초,2023-05-06,9.1,6.9,2252,11,1,48.4,2.7,89.6
90,속초,2023-05-07,9.6,6,150,14.2,1715,,1.7,72.3
90,속초,2023-05-08,13.6,5.5,509,18.3,1632,,1.6,53.3
90,속초,2023-05-09,22.9,15.7,540,28.9,1458,,2.5,27
90,속초,2023-05-10,15.7,10.7,447,21.1,1700,,1.9,67.8
90,속초,2023-05-11,13.8,11.8,2320,18.3,1110,,1.4,85.4
90,속초,2023-05-12,14.5,9.9,520,19.9,1530,,1.6,79.5
90,속초,2023-05-13,13,9.7,441,16.6,9,,1.5,87.1
90,속초,2023-05-14,14.3,12.6,714,17,1402,.1,1.5,90.1
90,속초,2023-05-15,16.3,11.7,611,23.2,2233,,2.1,77.4
90,속초,2023-05-16,27.5,17.8,304,34.4,1417,,2.2,35.8
90,속초,2023-05-17,25.4,20.3,531,31.6,1620,,1.8,35
90,속초,2023-05-18,19.8,14.8,2243,26.5,1222,3.2,2.3,71
90,속초,2023-05-19,14.5,11.5,2355,17.2,1235,,2.5,80.8
90,속초,2023-05-20,17.8,10.4,515,24.6,2133,,2.6,65.9
90,속초,2023-05-21,22.5,20,643,27.3,1422,,1.9,41.5
90,속초,2023-05-22,17.9,12.4,2347,21.1,1544,,1.9,49.9
90,속초,2023-05-23,16.9,10.7,136,22.9,950,,1.2,58.3
90,속초,2023-05-24,18.1,10.6,430,25.5,1205,,2,53.5
90,속초,2023-05-25,18.4,15,439,24.2,1218,0,1.9,62.6
90,속초,2023-05-26,19.2,15.2,443,23.9,1255,0,2.5,62.4
90,속초,2023-05-27,18.7,16.1,2326,24.8,819,6.9,.9,77.3
90,속초,2023-05-28,15.6,14.6,907,17.1,2140,9.6,1.2,98.4
90,속초,2023-05-29,17.3,15.2,611,21.5,1130,3,1.1,93.8
90,속초,2023-05-30,17.1,14.3,2341,21.6,1423,0,1.8,88.9
90,속초,2023-05-31,17.4,12.1,457,21.3,1336,,1.7,81
90,속초,2023-06-01,20.8,16,38,28.2,1235,0,1.2,71
90,속초,2023-06-02,19.4,16.6,2319,24.1,734,0,1.6,75.5
90,속초,2023-06-03,23.5,13.3,531,30.1,1411,,2.1,44.4
90,속초,2023-06-04,25,19.4,2400,29.7,1052,,2.6,37.5
90,속초,2023-06-05,25.5,17.7,230,30.9,1431,,2.2,41.9
90,속초,2023-06-06,22.5,19,2101,26,940,1.3,1.6,55.1
90,속초,2023-06-07,24,19.3,447,26.6,1228,,3.1,54.1
90,속초,2023-06-08,23.1,19.1,2123,27.7,1058,0,1.6,57.9
90,속초,2023-06-09,19.5,14.3,534,23.5,1531,12.6,2.2,73.9
90,속초,2023-06-10,18.7,16.2,2204,23.4,836,23.1,1.7,84.9
90,속초,2023-06-11,18.7,16.1,502,22.4,1503,4.9,1.1,89.1
90,속초,2023-06-12,18.9,16.7,43,22.1,959,2.3,1.1,91.6
90,속초,2023-06-13,18.9,15.6,2329,24.3,1247,16.1,1.3,90.8
90,속초,2023-06-14,18.6,13.9,305,22.5,1245,.2,1.5,86.1
90,속초,2023-06-15,19.5,17.1,223,23.3,1458,.2,1.3,86.9
90,속초,2023-06-16,22.8,16.1,246,28.8,1532,,1.7,75.9
90,속초,2023-06-17,27,20.5,326,32.2,1038,,1.4,54.1
90,속초,2023-06-18,23.4,20.9,2342,27.4,819,,2.1,73.6
90,속초,2023-06-19,22.1,19.1,426,25.5,1320,,2.2,84
90,속초,2023-06-20,21.1,20.3,2315,23.1,1311,0,3.2,84.3
90,속초,2023-06-21,18.8,17.8,2317,21.3,1503,38.2,2.2,89.1
90,속초,2023-06-22,20.4,16.3,430,23.6,1041,2.2,1.6,82.3
90,속초,2023-06-23,21.4,17.7,529,25.3,1231,,1.2,83
90,속초,2023-06-24,21,16.6,512,24.8,1426,,2,83
90,속초,2023-06-25,21.7,18.6,250,25.8,1427,,1.9,86.1
90,속초,2023-06-26,20.4,19.4,29,22.1,2306,33.8,1.3,95.9
90,속초,2023-06-27,26.8,20,109,32.4,1523,15.2,2.6,64.4
90,속초,2023-06-28,28.8,23.2,554,34.3,1617,,1.5,58
90,속초,2023-06-29,23.7,19.9,1954,29.1,204,37.6,1.6,80.3
90,속초,2023-06-30,21.9,19.7,343,24.8,1152,12.4,1.2,89.4
90,속초,2023-07-01,23.2,19.9,619,27.7,2303,,1.9,84.4
90,속초,2023-07-02,25.9,21.7,2358,33,951,,1.6,72
90,속초,2023-07-03,23.4,21.2,48,26.7,1100,,1.5,87.6
90,속초,2023-07-04,23.4,22,101,26,1442,14.9,1.2,90.1
90,속초,2023-07-05,27.4,21.8,443,33.3,1615,19.4,2.8,64
90,속초,2023-07-06,30.1,25.3,159,34.5,1456,,3.7,47.4
90,속초,2023-07-07,24.5,20.7,2239,31.7,12,,1.2,73.8
90,속초,2023-07-08,22.6,19.6,505,26.6,1417,,1.3,86.4
90,속초,2023-07-09,22.5,21.2,1208,26.8,1629,29.4,1.7,90.3
90,속초,2023-07-10,27.6,22,15,33.7,1603,7.4,1.3,68.6
90,속초,2023-07-11,26.3,23.2,1952,30.3,932,1.1,1.7,68.9
90,속초,2023-07-12,26,23.3,2349,31.3,938,,1.3,76.5
90,속초,2023-07-13,24.3,22.9,403,26.8,1149,9.5,.9,91.4
90,속초,2023-07-14,26.5,23.1,342,29.6,1729,10.3,1.3,83.3
90,속초,2023-07-15,25.9,23.5,2008,29.6,625,.6,2,75.1
90,속초,2023-07-16,25.3,24,537,28.2,320,0,.9,76.9
90,속초,2023-07-17,25,23.8,2244,27.5,1416,0,.9,83.3
90,속초,2023-07-18,25,22.7,2303,28.1,1223,.7,1.2,87
90,속초,2023-07-19,23.8,21.4,2358,27.5,1147,,1.8,86.3
90,속초,2023-07-20,23.8,20.6,314,27.8,1321,,1.4,88.9
90,속초,2023-07-21,24.6,22.4,35,27.8,1458,,1.5,88.5
90,속초,2023-07-22,24.9,22.9,537,28,1434,.1,1.8,85.9
90,속초,2023-07-23,24.5,22.6,2024,28.7,759,3.5,1.6,84
90,속초,2023-07-24,26.3,23,2027,31.9,1750,8.5,1.4,81.6
90,속초,2023-07-25,27.3,23.8,209,32.9,1433,,1.4,71.9
90,속초,2023-07-26,27,23.9,759,31,1417,2.8,1.3,77.5
90,속초,2023-07-27,28.5,25.7,1,32.5,1346,,1.8,70.6
90,속초,2023-07-28,28.2,25.1,322,32.1,1009,,1.2,76.3
90,속초,2023-07-29,29,24.5,446,33.4,1202,0,1.5,71.8
90,속초,2023-07-30,29.1,24.1,413,35.1,1555,,1.5,66.9
90,속초,2023-07-31,27.7,25,2340,30.6,1149,,1,77
90,속초,2023-08-01,27.2,23.4,435,31.8,1459,,1.4,81.4
90,속초,2023-08-02,30.3,25.3,314,34.9,1105,,1.4,67.6
90,속초,2023-08-03,31.5,25.1,438,36.3,1201,,1.8,54.4
90,속초,2023-08-04,31.2,26.7,319,36.6,1625,,1.6,60.6
90,속초,2023-08-05,31,26.2,430,35.8,954,,1.7,63.1
90,속초,2023-08-06,27,25.4,2130,30,1005,55,,88.4
90,속초,2023-08-07,23.8,21.6,2108,26.1,1,67.3,,89.5
90,속초,2023-08-08,22.8,21.2,2042,24.3,1446,.4,,86.1
90,속초,2023-08-09,21.8,21.1,634,23.1,1149,34.1,,91.9
90,속초,2023-08-10,22.2,20.8,55,24.2,1706,368.7,4.9,95
90,속초,2023-08-11,25.4,22.1,458,31.6,1131,.3,1.3,76.8
90,속초,2023-08-12,23.2,21.8,403,24.4,1141,.1,1,87.8
90,속초,2023-08-13,22.8,22,45,24.8,833,0,1,91.6
90,속초,2023-08-14,23.2,21.7,424,26.4,1532,0,1.3,91.1
90,속초,2023-08-15,22.1,21.5,717,23.2,1002,1.8,2.2,91.3
90,속초,2023-08-16,23.2,21.2,615,25.9,1308,0,1.3,86.6
90,속초,2023-08-17,24.1,21.9,21,27.4,1407,,1.5,88.1
90,속초,2023-08-18,24.1,21.9,403,27.7,1210,.2,1.3,89.1
90,속초,2023-08-19,24.5,21.7,138,27.5,1551,,1,89
90,속초,2023-08-20,24.7,23.6,17,27,817,6.7,1,90.6
90,속초,2023-08-21,25.6,22.9,537,28.7,1458,,1.1,91
90,속초,2023-08-22,26.7,23.1,2340,34.1,1705,.3,1.2,82.3
90,속초,2023-08-23,23.4,20.5,2157,29.2,1002,59.7,1.6,91.4
90,속초,2023-08-24,22.3,20.9,939,24.3,1621,29.7,1.1,92.9
90,속초,2023-08-25,23.7,21.4,423,26.7,1448,6.5,1.5,87.3
90,속초,2023-08-26,24.6,20.6,436,29.3,1125,,1,76.5
90,속초,2023-08-27,23.1,21,39,25.9,1303,,1.4,87
90,속초,2023-08-28,21.5,20.6,746,22.5,1351,13.9,1.1,93.3
90,속초,2023-08-29,23.9,21.8,10,26,1622,1.9,.7,93.3
90,속초,2023-08-30,22.5,20.7,2317,24.9,46,23,1.1,89.9
90,속초,2023-08-31,22.5,19.1,2358,26.6,1620,,1.5,84.6
90,속초,2023-09-01,22.8,17.6,626,28.9,1451,,1.6,76.9
90,속초,2023-09-02,22.7,19,604,26.7,1145,,1.1,75.4
90,속초,2023-09-03,22.5,20.3,59,24.6,1210,.7,1,88.1
90,속초,2023-09-04,23.6,21.9,208,26.4,1119,,1.3,87
90,속초,2023-09-05,23.7,21.6,2354,27,1319,,1.2,87.3
90,속초,2023-09-06,23.4,20.5,2342,27,1223,.3,1.7,84.1
90,속초,2023-09-07,22.4,18.7,2335,27,1245,,1.5,81
90,속초,2023-09-08,22.3,18.4,554,27.2,1317,,1.8,78.8
90,속초,2023-09-09,22.1,17.4,550,26.8,1320,,1.6,79.5
90,속초,2023-09-10,22.3,18.3,354,26.2,1228,,1.1,81.3
90,속초,2023-09-11,23,19.2,152,26.2,856,,1.2,81.9
90,속초,2023-09-12,24.4,20.7,434,28.5,903,,1.1,80.1
90,속초,2023-09-13,20.2,18.3,1911,23.2,116,76.8,1,93.8
90,속초,2023-09-14,21.1,18.7,1,23.5,1506,5.7,1.9,88
90,속초,2023-09-15,21,19.7,2,21.8,1108,7,.9,91.9
90,속초,2023-09-16,21.5,20.2,500,23.2,1418,11.4,1,93.5
90,속초,2023-09-17,22,20.3,2358,23.7,1344,10.6,1.3,92.9
90,속초,2023-09-18,23.1,20.2,4,26.1,1016,.2,1.3,88.9
90,속초,2023-09-19,25.9,20.6,615,30.6,1433,,1.6,61.6
90,속초,2023-09-20,19.6,16.3,2222,25.5,107,61.1,2.6,88.5
90,속초,2023-09-21,17.7,14,2357,22,1225,1.9,2.1,76.9
90,속초,2023-09-22,18.5,13.6,100,23.2,1302,,1.4,75.4
90,속초,2023-09-23,20.4,16.2,157,23.8,1216,,2.6,69.6
90,속초,2023-09-24,19.3,15,626,23.7,1330,,1.7,67.5
90,속초,2023-09-25,,16.9,553,21.7,1617,1.3,1.2,
90,속초,2023-09-26,18.8,17.7,430,19.9,1132,22.1,1,95.9
90,속초,2023-09-27,19.5,18.2,524,20.7,1509,9.1,1.1,95.5
90,속초,2023-09-28,23.8,18.9,4,29.2,1245,,1.2,65.8
90,속초,2023-09-29,20.4,17.5,2341,23.8,1335,,1.6,65.6
90,속초,2023-09-30,21.3,17.7,49,25.9,1214,,1.7,57
90,속초,2023-10-01,19.3,15.8,638,23.1,1445,,2.4,48
90,속초,2023-10-02,18.1,13.3,454,23.2,1418,,1.7,46.8
90,속초,2023-10-03,18,12.7,323,23.1,1255,,1.3,56.3
90,속초,2023-10-04,19.8,14.6,533,25.5,1115,,1.9,51.9
90,속초,2023-10-05,15.5,11.4,659,20,1613,,2.1,42.5
90,속초,2023-10-06,15.3,9.8,514,20.8,1308,,1.4,48.8
90,속초,2023-10-07,17.4,11.1,43,21.8,1153,2.4,1.6,63.9
90,속초,2023-10-08,15.2,12.9,2237,19.4,1604,18.7,1.4,81.6
90,속초,2023-10-09,16,11.9,219,19.5,1421,0,1.7,76.3
90,속초,2023-10-10,16.1,12.2,641,20.8,1208,1.3,2.1,73.4
90,속초,2023-10-11,16.1,11.6,649,22.2,1316,,1.6,69
90,속초,2023-10-12,16.5,12.6,539,20.8,1323,,1.8,75.3
90,속초,2023-10-13,17.1,13,21,22.1,1332,,1.5,75.6
90,속초,2023-10-14,15.8,12.1,2123,21.5,1129,.7,1.1,69.3
90,속초,2023-10-15,18.4,13,144,22.9,1428,,1.8,52.3
90,속초,2023-10-16,15.8,11.6,2300,19.1,1440,.6,1.6,70.4
90,속초,2023-10-17,14.6,9.5,318,19.6,1241,,1.9,62.4
90,속초,2023-10-18,19,9.9,247,25,1459,,1.9,45
90,속초,2023-10-19,19,17.2,2338,21.2,606,0,2.5,57.3
90,속초,2023-10-20,13.5,8.5,2351,17.3,52,,2.6,36.1
90,속초,2023-10-21,10.8,7.7,2013,16.6,1214,,2.3,44.6
90,속초,2023-10-22,15.1,6.3,306,20.9,1208,,2.1,39.1
90,속초,2023-10-23,16.5,10.3,543,22.2,1345,,1.3,53.9
90,속초,2023-10-24,17,11.8,558,23.1,1347,,1.4,52.8
90,속초,2023-10-25,18.5,14.2,647,23.6,1230,,1.6,55.6
90,속초,2023-10-26,19.3,14,1909,24,1205,.4,1.9,52.4
90,속초,2023-10-27,12.3,9.1,2227,17.7,1,7.3,2.2,79
90,속초,2023-10-28,13.1,8.9,454,17.9,1221,0,1.4,77.4
90,속초,2023-10-29,13.6,9.6,644,19,1222,,2,73.3
90,속초,2023-10-30,15.9,9.1,214,21.8,1433,,1.1,62.8
90,속초,2023-10-31,18.4,11.2,702,22.1,1244,,1.4,48.5
90,속초,2023-11-01,21.2,16.6,449,24.6,1343,0,2,55.3
90,속초,2023-11-02,22,17.5,324,27.5,1438,,1.9,49.9
90,속초,2023-11-03,19.3,15.5,1829,26.1,1243,27.7,2.7,63.4
90,속초,2023-11-04,13.5,12.7,1104,16.1,12,19.9,1.8,92.9
90,속초,2023-11-05,14.4,13.2,1,16,1236,4.1,1.5,90.6
90,속초,2023-11-06,16.5,8.9,2155,24.2,853,8,5.9,57.3
90,속초,2023-11-07,9.5,6.1,2334,14.8,1311,,3.2,38.8
90,속초,2023-11-08,9.5,5.6,337,14.3,1216,,1.8,61.8
90,속초,2023-11-09,13.3,5.6,612,20.4,1559,,2.2,66.6
90,속초,2023-11-10,9.5,2.5,2338,15.4,1,,3.5,38.3
90,속초,2023-11-11,4.9,1.4,637,9.6,1435,,1.9,48.8
90,속초,2023-11-12,3.5,-.5,624,8.4,1257,,2.3,40.3
90,속초,2023-11-13,4.8,-.1,555,10.5,1502,,1.6,33.9
90,속초,2023-11-14,6.7,2.3,130,11.7,1228,,1.4,37.4
90,속초,2023-11-15,8,3.7,715,12.8,1222,,1.7,48.3
90,속초,2023-11-16,8.1,4.7,23,11.1,1316,0,1.3,60.5
90,속초,2023-11-17,4.2,-1.3,2352,8.6,1323,,3.3,40
90,속초,2023-11-18,3.9,-2.4,341,9.5,1351,,3.3,31.8
90,속초,2023-11-19,9.2,3.6,108,12.5,1533,,3.4,43.8
90,속초,2023-11-20,7.2,2.6,719,12.8,1250,,1.8,51.8
90,속초,2023-11-21,12,3.8,449,20.5,1340,,1.2,35
90,속초,2023-11-22,12.6,7.4,318,16.3,1347,,1.7,51
90,속초,2023-11-23,13.9,5.3,2359,17.9,1226,.4,4.7,36.1
90,속초,2023-11-24,1.2,-2.5,2342,5.3,1,,2.9,28
90,속초,2023-11-25,.1,-4.9,544,4.8,1505,,1.5,35
90,속초,2023-11-26,5.5,1.2,1,10.2,1313,,1.8,43
90,속초,2023-11-27,8.2,4.2,14,11.4,1057,0,2,57.4
90,속초,2023-11-28,3.6,.5,2327,7.6,1,,3.6,29
90,속초,2023-11-29,1,-2.2,2324,5.8,1345,,3,35.3
90,속초,2023-11-30,-2.4,-6,528,2,1459,,1.5,34.3
90,속초,2023-12-01,-.7,-4.4,654,4,1352,,2,29.4
90,속초,2023-12-02,3.9,-2.8,211,8.2,1503,0,2.2,37.6
90,속초,2023-12-03,2,-2.7,642,7.2,1410,,1.5,45.3
90,속초,2023-12-04,5.9,-1.1,6,11.5,1445,,1.6,37
90,속초,2023-12-05,6.9,1.9,139,12.4,1255,,1.6,57.4
90,속초,2023-12-06,8.9,3.1,624,13.6,1505,.3,1.7,55
90,속초,2023-12-07,7.9,3.5,727,10.7,2353,,4.3,34.9
90,속초,2023-12-08,12.7,4.8,728,17.3,1856,,2.4,52.1
90,속초,2023-12-09,14,8.8,2134,19,1330,,2,60.9
90,속초,2023-12-10,9.3,6.9,334,11.3,1315,22.4,2.8,79.3
90,속초,2023-12-11,6.8,3.2,2304,9.7,5,66.6,5.7,89.6
90,속초,2023-12-12,2.5,.1,2337,4.5,1511,11.5,2.4,90.3
90,속초,2023-12-13,4.7,-.2,133,10.2,1233,,1.6,82.3
90,속초,2023-12-14,4.9,2.2,2358,6.9,711,38.2,2.6,89
90,속초,2023-12-15,2,.1,1324,3.5,1240,38.1,3.4,92.6
90,속초,2023-12-16,-1.7,-7.9,2151,3.7,735,.4,3.7,57
90,속초,2023-12-17,,-8.5,2348,-4.9,1410,0,1.7,
90,속초,2023-12-18,-4.8,-10.5,428,-1.2,1353,,1.3,29
90,속초,2023-12-19,-2.5,-6.6,357,1.4,1313,,1.3,49
90,속초,2023-12-20,-5,-9.8,2357,-2,1308,,4.5,38.9
90,속초,2023-12-21,-8.9,-13.1,736,-4.7,1430,,2.4,30.5
90,속초,2023-12-22,-8.4,-13.2,735,-3.4,1345,,2.1,32.6
90,속초,2023-12-23,-4.2,-9.3,541,.8,1405,,1.5,31
90,속초,2023-12-24,-.7,-4.8,229,3.3,1259,,1.9,41.5
90,속초,2023-12-25,1.1,-1.6,33,4.4,1224,,2.1,46.1
90,속초,2023-12-26,3.1,-.7,2356,6.3,1313,,3.4,48.3
90,속초,2023-12-27,.5,-3.4,709,6.1,1311,,1.5,65.3
90,속초,2023-12-28,2.4,-2.6,414,7.6,1301,,2.1,53
90,속초,2023-12-29,3,-2.3,714,8.9,1429,,1.1,50
90,속초,2023-12-30,2.2,.1,425,4.6,1245,.7,1.2,73.1
90,속초,2023-12-31,1.6,.2,425,3.3,1734,26.8,1.9,90.1
